"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","class"
0.053333,0.038961,0.014085,0.027397,0.097222,0.054054,0.121622,0.12,0.131868,0.154762,0.114943,0.091954,0.088889,0.0625,0,0.146067,0.341176,0.21519,0.133333,0.352113,0.08046,0.064516,0.064935,0.048193,0.261364,0.083333,0.73817,0.752412,0.761146,0.768489,0.776358,0.77673,0.789969,0.820669,0.828829,0.8,0.773936,0.75,0.735661,0.725248,0.720698,0.742424,0.641975,0.661728,0.710526,0.722222,0.668605,0.694362,0.714706,0.735385,0.736842,0.744745,0.768987,0.676768,0.467812,0.614506,0.620275,0.62069,0.777778,0.414279,0.604429,0.724242,0.679654,0.767677,0.346194,0.521539,0.752577,0.917975,0.818773,0.413333,0.472727,0,0
0.12,0.064935,0.056338,0.013699,0.027778,0.040541,0.054054,0.053333,0.098901,0.178571,0.218391,0.252874,0.233333,0.1875,0.222222,0.224719,0.176471,0.139241,0.173333,0.28169,0.149425,0.16129,0.103896,0.096386,0.170455,0.133333,0.769716,0.794212,0.789809,0.800643,0.808307,0.811321,0.824451,0.835866,0.852853,0.837143,0.805851,0.786082,0.760599,0.75495,0.750623,0.757576,0.767901,0.797531,0.815789,0.786111,0.761628,0.771513,0.782353,0.803077,0.75188,0.798799,0.756329,0.737374,0.497233,0.570293,0.570447,0.643678,0.666667,0.435885,0.549573,0.686364,0.718615,0.141414,0.418471,0.494239,0.731959,0.891139,0.800722,0.373333,0.436364,0,0
0.106667,0.12987,0.112676,0.068493,0.069444,0.067568,0.121622,0.333333,0.252747,0.214286,0.195402,0.183908,0.188889,0.166667,0.166667,0.179775,0.211765,0.303797,0.293333,0.28169,0.137931,0.064516,0.051948,0.108434,0.204545,0.166667,0.835962,0.855305,0.856688,0.868167,0.86901,0.861635,0.880878,0.893617,0.894895,0.868571,0.837766,0.814433,0.793017,0.777228,0.783042,0.792929,0.797531,0.809877,0.828947,0.783333,0.790698,0.827893,0.85,0.88,0.786967,0.843844,0.753165,0.737374,0.524323,0.493294,0.515464,0.697318,0.393939,0.445045,0.55384,0.64697,0.844156,0.020202,0.40014,0.517816,0.742268,0.79038,0.711191,0.333333,0.436364,0,0
0.093333,0.103896,0.084507,0.013699,0.055556,0.040541,0.081081,0.093333,0.131868,0.130952,0.195402,0.218391,0.233333,0.270833,0.277778,0.325843,0.258824,0.341772,0.306667,0.239437,0.195402,0.204301,0.168831,0.228916,0.238636,0.183333,0.899054,0.916399,0.923567,0.900322,0.910543,0.902516,0.909091,0.908815,0.903904,0.871429,0.837766,0.809278,0.783042,0.782178,0.78803,0.800505,0.797531,0.8,0.805263,0.816667,0.831395,0.836795,0.847059,0.855385,0.794486,0.858859,0.78481,0.858586,0.427323,0.416294,0.551546,0.685824,0.737374,0.465946,0.585941,0.687879,0.835498,0.141414,0.369413,0.503102,0.783505,0.920506,0.781949,0.333333,0.490909,0,0
0.186667,0.116883,0.183099,0.164384,0.152778,0.108108,0.148649,0.16,0.10989,0.107143,0.183908,0.218391,0.233333,0.177083,0.2,0.337079,0.329412,0.291139,0.213333,0.225352,0.172414,0.204301,0.155844,0.108434,0.25,0.2,0.880126,0.884244,0.878981,0.881029,0.875399,0.867925,0.874608,0.881459,0.87988,0.854286,0.81383,0.783505,0.778055,0.774752,0.790524,0.79798,0.807407,0.82963,0.855263,0.855556,0.860465,0.866469,0.870588,0.889231,0.79198,0.855856,0.832278,0.757576,0.418584,0.462494,0.561856,0.754789,0.616162,0.369892,0.529663,0.727273,0.852814,0.242424,0.403282,0.462329,0.824742,0.898228,0.782671,0.346667,0.509091,0,0
0.133333,0.077922,0.112676,0.209215,0.211541,0.208502,0.221381,0.093333,0.120879,0.166667,0.149425,0.045977,0.266667,0.364583,0.377778,0.348315,0.329412,0.35443,0.32,0.366197,0.252874,0.215054,0.194805,0.13253,0.306818,0.25,0.911672,0.92926,0.923567,0.92926,0.913738,0.90566,0.934169,0.942249,0.945946,0.914286,0.875,0.840206,0.822943,0.772277,0.775561,0.805556,0.812346,0.834568,0.852632,0.836111,0.848837,0.857567,0.861765,0.88,0.799499,0.87988,0.844937,0.575758,0.46286,0.470442,0.572165,0.777778,0.494949,0.360968,0.450833,0.734848,0.891775,0.020202,0.321927,0.411452,0.845361,0.806076,0.688809,0.333333,0.472727,0,0
0.106667,0.103896,0.126761,0.123288,0.055556,0.040541,0.135135,0.253333,0.241758,0.285714,0.298851,0.264368,0.311111,0.447917,0.233333,0.089888,0.2,0.240506,0.266667,0.394366,0.298851,0.139785,0.116883,0.084337,0.397727,0.216667,0.911672,0.926045,0.933121,0.945338,0.936102,0.940252,0.956113,0.948328,0.93994,0.902857,0.87766,0.853093,0.822943,0.767327,0.700748,0.656566,0.703704,0.735802,0.776316,0.808333,0.819767,0.833828,0.847059,0.867692,0.79198,0.852853,0.654441,0.572957,0.521662,0.491006,0.585911,0.796935,0.40404,0.206905,0.476229,0.75303,0.87013,0.191919,0.302723,0.452402,0.865979,0.680616,0.685753,0.346667,0.509091,0.089588,0
0.106667,0.168831,0.183099,0.068493,0.111111,0.162162,0.162162,0.24,0.263736,0.261905,0.321839,0.425287,0.222222,0.197917,0.222222,0.258427,0.270588,0.253165,0.32,0.323944,0.206897,0.139785,0.12987,0.144578,0.340909,0.233333,0.899054,0.916399,0.926752,0.932476,0.936102,0.927673,0.943574,0.954407,0.951952,0.911429,0.867021,0.724227,0.628429,0.631188,0.690773,0.719697,0.735802,0.762963,0.786842,0.8,0.813953,0.833828,0.838235,0.858462,0.744361,0.834835,0.829114,0.777778,0.344014,0.519374,0.632302,0.796935,0.494949,0.399248,0.50061,0.790909,0.822511,0.111111,0.274616,0.465875,0.886598,0.878987,0.808664,0.386667,0.545455,0,0
0.2,0.103896,0.169014,0.136986,0.097222,0.081081,0.135135,0.213333,0.274725,0.309524,0.229885,0.149425,0.111111,0.46875,0.4,0.460674,0.4,0.405063,0.453333,0.352113,0.241379,0.204301,0.181818,0.144578,0.420455,0.283333,0.886435,0.900322,0.907643,0.919614,0.926518,0.927673,0.940439,0.957447,0.960961,0.931429,0.888298,0.860825,0.830424,0.735149,0.690773,0.729798,0.74321,0.785185,0.813158,0.819444,0.828488,0.84273,0.852941,0.876923,0.799499,0.861862,0.835443,0.707071,0.40868,0.595877,0.697595,0.743295,0.747475,0.341005,0.458147,0.84697,0.835498,0.313131,0.206355,0.37582,0.907216,0.922025,0.783394,0.453333,0.581818,0,0
0.146667,0.090909,0.112676,0.068493,0.027778,0.054054,0.094595,0.093333,0.010989,0.083333,0.229885,0.126437,0.211111,0.3125,0.044444,0.033708,0.188235,0.126582,0.106667,0.309859,0.172414,0.043011,0.142857,0.072289,0.25,0.1,0.902208,0.916399,0.907643,0.919614,0.926518,0.915094,0.9279,0.914894,0.924925,0.894286,0.840426,0.747423,0.665835,0.655941,0.670823,0.686869,0.68642,0.723457,0.763158,0.761111,0.752907,0.768546,0.788235,0.806154,0.719298,0.810811,0.813291,0.818182,0.449461,0.496274,0.706186,0.754789,0.717172,0.285345,0.475213,0.848485,0.805195,0.111111,0.188897,0.36802,0.886598,0.928608,0.811552,0.466667,0.509091,0.001453,0
0.133333,0.181818,0.225352,0.219178,0.277778,0.27027,0.243243,0.2,0.164835,0.202381,0.252874,0.241379,0.222222,0.145833,0.188889,0.224719,0.188235,0.303797,0.293333,0.169014,0.103448,0.150538,0.233766,0.192771,0.204545,0.216667,0.842271,0.868167,0.872611,0.874598,0.878594,0.880503,0.846395,0.805471,0.783784,0.745714,0.712766,0.675258,0.658354,0.670792,0.693267,0.719697,0.74321,0.77037,0.789474,0.8,0.80814,0.813056,0.817647,0.830769,0.726817,0.786787,0.778481,0.89899,0.497524,0.379781,0.664948,0.697318,0.79798,0.347581,0.418123,0.79697,0.809524,0.515152,0.331529,0.433966,0.835052,0.941266,0.80361,0.44,0.454545,0.020823,0
0.133333,0.051948,0.112676,0.109589,0.083333,0.094595,0.162162,0.213333,0.175824,0.154762,0.172414,0.16092,0.244444,0.239583,0.266667,0.337079,0.329412,0.329114,0.266667,0.140845,0.08046,0.107527,0.077922,0,0.25,0.166667,0.851735,0.85209,0.850318,0.855305,0.840256,0.830189,0.833856,0.841945,0.852853,0.828571,0.797872,0.773196,0.753117,0.75,0.753117,0.760101,0.77037,0.785185,0.797368,0.805556,0.802326,0.795252,0.797059,0.815385,0.754386,0.813814,0.753165,0.808081,0.452665,0.34153,0.603093,0.689655,0.565657,0.414044,0.377286,0.730303,0.779221,0.10101,0.405377,0.412338,0.793814,0.866835,0.776895,0.4,0.436364,0,0
0.013333,0.025974,0.070423,0.164384,0.138889,0.108108,0.121622,0.186667,0.142857,0.214286,0.287356,0.229885,0.255556,0.239583,0.233333,0.258427,0.305882,0.253165,0.373333,0.225352,0.08046,0.086022,0.12987,0.108434,0.227273,0.183333,0.839117,0.861736,0.856688,0.855305,0.85623,0.855346,0.84953,0.866261,0.876877,0.854286,0.832447,0.78866,0.76808,0.769802,0.773067,0.780303,0.787654,0.809877,0.805263,0.708333,0.752907,0.777448,0.788235,0.815385,0.774436,0.81982,0.756329,0.848485,0.390329,0.411078,0.658076,0.724138,0.333333,0.259042,0.4872,0.769697,0.818182,0.010101,0.261348,0.480234,0.824742,0.780759,0.763899,0.44,0.545455,0,0
0.146667,0.181818,0.211268,0.260274,0.236111,0.202703,0.256757,0.293333,0.230769,0.214286,0.252874,0.229885,0.211111,0.1875,0.211111,0.235955,0.235294,0.21519,0.226667,0.183099,0.08046,0.086022,0.116883,0.108434,0.159091,0.216667,0.858044,0.881029,0.872611,0.877814,0.875399,0.871069,0.858934,0.832827,0.810811,0.757143,0.736702,0.724227,0.705736,0.700495,0.708229,0.732323,0.745679,0.77037,0.792105,0.808333,0.81686,0.816024,0.838235,0.849231,0.729323,0.804805,0.762658,0.868687,0.341101,0.43691,0.664948,0.720307,0.79798,0.232269,0.495327,0.795455,0.865801,0.282828,0.261173,0.469598,0.85567,0.912911,0.745126,0.453333,0.509091,0.004843,0
0.106667,0.077922,0.056338,0,0.055556,0.094595,0.108108,0.093333,0.043956,0.095238,0.241379,0.16092,0.166667,0.229167,0.244444,0.269663,0.211765,0.202532,0.173333,0.225352,0.114943,0.086022,0.077922,0.084337,0.181818,0.133333,0.870662,0.881029,0.888535,0.890675,0.894569,0.886792,0.884013,0.869301,0.864865,0.837143,0.74734,0.760309,0.738155,0.663366,0.605985,0.611111,0.671605,0.691358,0.705263,0.730556,0.752907,0.783383,0.8,0.812308,0.706767,0.783784,0.772152,0.777778,0.53044,0.30303,0.603093,0.777778,0.616162,0.387036,0.379114,0.74697,0.822511,0.414141,0.341655,0.450807,0.824742,0.872405,0.755957,0.413333,0.436364,0.045521,0
0.013333,0,0.028169,0.09589,0.069444,0.108108,0.108108,0.106667,0.043956,0.083333,0.045977,0.16092,0.155556,0.177083,0.255556,0.382022,0.305882,0.240506,0.2,0.211268,0.114943,0.139785,0.181818,0.084337,0.295455,0.133333,0.839117,0.848875,0.850318,0.858521,0.86262,0.852201,0.855799,0.863222,0.867868,0.845714,0.81383,0.801546,0.778055,0.764851,0.753117,0.742424,0.720988,0.740741,0.771053,0.786111,0.802326,0.818991,0.823529,0.833846,0.754386,0.816817,0.768987,0.828283,0.465773,0.404868,0.611684,0.689655,0.777778,0.406294,0.459366,0.736364,0.787879,0.575758,0.357542,0.458961,0.804124,0.922532,0.790614,0.386667,0.454545,0,0
0.093333,0.025974,0,0,0.041667,0,0.027027,0.146667,0.120879,0.142857,0.091954,0.287356,0.155556,0.104167,0.066667,0.123596,0.035294,0.126582,0.026667,0.112676,0.068966,0.107527,0.116883,0.120482,0.204545,0.066667,0.861199,0.881029,0.888535,0.900322,0.897764,0.880503,0.893417,0.920973,0.918919,0.877143,0.832447,0.703608,0.591022,0.571782,0.593516,0.631313,0.661728,0.688889,0.734211,0.755556,0.770349,0.789318,0.805882,0.818462,0.711779,0.783784,0.813291,0.676768,0.441014,0.490065,0.575601,0.716475,0.626263,0.361437,0.500406,0.718182,0.792208,0.525253,0.355098,0.449743,0.793814,0.884557,0.784116,0.346667,0.436364,0.100726,0
0.053333,0.103896,0.056338,0.054795,0.055556,0.067568,0.094595,0.093333,0.164835,0.142857,0.149425,0.321839,0.233333,0.135417,0.111111,0.123596,0.176471,0.164557,0.186667,0.169014,0.149425,0.107527,0.116883,0.084337,0.238636,0.116667,0.842271,0.861736,0.869427,0.893891,0.904153,0.899371,0.893417,0.87234,0.855856,0.854286,0.821809,0.724227,0.55611,0.561881,0.571072,0.59596,0.619753,0.637037,0.668421,0.691667,0.718023,0.744807,0.767647,0.793846,0.701754,0.753754,0.775316,0.767677,0.478881,0.54769,0.61512,0.689655,0.767677,0.370831,0.526006,0.742424,0.796537,0.838384,0.301327,0.462507,0.804124,0.91038,0.771841,0.4,0.563636,0.013559,0
0.146667,0.116883,0.098592,0.041096,0.027778,0.054054,0.22973,0.066667,0.098901,0.154762,0.16092,0.195402,0.177778,0.25,0.288889,0.314607,0.282353,0.329114,0.306667,0.28169,0.195402,0.150538,0.194805,0.096386,0.227273,0.183333,0.829653,0.855305,0.872611,0.893891,0.891374,0.893082,0.893417,0.802432,0.756757,0.705714,0.670213,0.68299,0.688279,0.700495,0.713217,0.724747,0.738272,0.748148,0.771053,0.780556,0.790698,0.804154,0.826471,0.855385,0.721805,0.786787,0.775316,0.828283,0.544422,0.58147,0.675258,0.689655,0.636364,0.44434,0.556684,0.793939,0.78355,0.848485,0.28963,0.488566,0.835052,0.899241,0.8,0.453333,0.563636,0.030993,0
0.12,0.103896,0.140845,0.109589,0.152778,0.162162,0.202703,0.386667,0.362637,0.357143,0.356322,0.333333,0.344444,0.375,0.388889,0.382022,0.411765,0.443038,0.4,0.323944,0.241379,0.150538,0.116883,0.048193,0.329545,0.316667,0.873817,0.897106,0.904459,0.916399,0.926518,0.927673,0.934169,0.942249,0.942943,0.894286,0.861702,0.82732,0.793017,0.774752,0.67581,0.699495,0.74321,0.765432,0.778947,0.788889,0.805233,0.821958,0.829412,0.843077,0.764411,0.843844,0.816456,0.444444,0.452665,0.606061,0.721649,0.708812,0.313131,0.378816,0.526412,0.840909,0.766234,0.777778,0.25611,0.497784,0.85567,0.746329,0.710469,0.493333,0.545455,0,0
0.08,0.038961,0.056338,0.082192,0.111111,0.135135,0.162162,0.2,0.21978,0.285714,0.367816,0.310345,0.088889,0.375,0.322222,0.213483,0.058824,0.050633,0.333333,0.366197,0.045977,0.107527,0.090909,0.072289,0.318182,0.183333,0.880126,0.893891,0.882166,0.890675,0.894569,0.908805,0.912226,0.917933,0.921922,0.857143,0.840426,0.773196,0.698254,0.606436,0.59601,0.568182,0.582716,0.617284,0.671053,0.675,0.712209,0.727003,0.744118,0.763077,0.719298,0.768769,0.654441,0.572957,0.521662,0.491006,0.620308,0.606745,0.400306,0.465643,0.501346,0.686252,0.61869,0.297646,0.432739,0.475481,0.69876,0.680616,0.685753,0.504482,0.490435,0.061501,0
0.04,0.038961,0.056338,0.054795,0.055556,0.148649,0.202703,0.213333,0.175824,0.345238,0.344828,0.505747,0.155556,0.25,0.288889,0.235955,0.270588,0.278481,0.28,0.225352,0.16092,0.139785,0.142857,0.048193,0.420455,0.216667,0.791798,0.810289,0.808917,0.823151,0.840256,0.849057,0.858934,0.87234,0.903904,0.891429,0.853723,0.719072,0.603491,0.613861,0.643392,0.669192,0.711111,0.733333,0.771053,0.775,0.773256,0.792285,0.808824,0.818462,0.73183,0.780781,0.797468,0.656566,0.418584,0.535271,0.798969,0.681992,0.676768,0.2783,0.543072,0.906061,0.714286,0.676768,0.15206,0.652189,0.896907,0.903291,0.81444,0.56,0.490435,0.001453,0
0.08,0.064935,0.098592,0.109589,0.083333,0.067568,0.162162,0.173333,0.10989,0.309524,0.356322,0.402299,0.4,0.125,0.166667,0.393258,0.329412,0.101266,0.08,0.112676,0.103448,0.11828,0.090909,0.096386,0.318182,0.183333,0.842271,0.855305,0.856688,0.884244,0.884984,0.886792,0.884013,0.866261,0.885886,0.885714,0.851064,0.809278,0.773067,0.705446,0.620948,0.565657,0.57284,0.6,0.642105,0.675,0.69186,0.718101,0.744118,0.769231,0.741855,0.765766,0.781646,0.757576,0.509176,0.537009,0.797251,0.724138,0.636364,0.35721,0.583909,0.907576,0.748918,0.717172,0.269553,0.565857,0.917526,0.896709,0.807942,0.546667,0.472727,0.043099,0
0.026667,0.025974,0.042254,0.09589,0.111111,0.054054,0.094595,0.093333,0.164835,0.333333,0.390805,0.344828,0.333333,0.3125,0.266667,0.202247,0.2,0.21519,0.306667,0.267606,0.149425,0.096774,0.116883,0.13253,0.295455,0.2,0.804416,0.826367,0.824841,0.858521,0.878594,0.880503,0.880878,0.896657,0.894895,0.865714,0.832447,0.786082,0.695761,0.727723,0.700748,0.679293,0.693827,0.733333,0.781579,0.783333,0.790698,0.804154,0.814706,0.843077,0.716792,0.804805,0.778481,0.737374,0.508884,0.502981,0.761168,0.750958,0.333333,0.483326,0.569484,0.878788,0.748918,0.313131,0.337116,0.562843,0.896907,0.810127,0.8,0.52,0.454545,0.002421,0
0.133333,0.077922,0.028169,0.109589,0.069444,0.108108,0.054054,0.213333,0.285714,0.333333,0.241379,0.206897,0.077778,0.041667,0.222222,0.224719,0.223529,0.202532,0.28,0.253521,0.045977,0.11828,0.103896,0.060241,0.238636,0.15,0.870662,0.88746,0.894904,0.906752,0.907348,0.902516,0.905956,0.917933,0.915916,0.871429,0.843085,0.806701,0.743142,0.757426,0.688279,0.643939,0.676543,0.720988,0.736842,0.741667,0.747093,0.762611,0.770588,0.784615,0.746867,0.810811,0.835443,0.575758,0.589863,0.477645,0.723368,0.716475,0.676768,0.408408,0.456928,0.859091,0.692641,0.666667,0.432739,0.475481,0.876289,0.912405,0.834657,0.48,0.436364,0,0
0.12,0.051948,0.084507,0.054795,0,0.027027,0.081081,0.106667,0.10989,0.190476,0.068966,0.08046,0.2,0.260417,0.288889,0.292135,0.317647,0.303797,0.346667,0.352113,0.172414,0.129032,0.12987,0.084337,0.238636,0.166667,0.817035,0.842444,0.834395,0.839228,0.827476,0.823899,0.846395,0.878419,0.903904,0.88,0.837766,0.796392,0.783042,0.777228,0.775561,0.782828,0.782716,0.804938,0.818421,0.819444,0.819767,0.824926,0.829412,0.849231,0.776942,0.831832,0.791139,0.636364,0.49199,0.445852,0.745704,0.716475,0.585859,0.320338,0.45896,0.860606,0.722944,0.414141,0.211418,0.449211,0.865979,0.871899,0.795668,0.506667,0.527273,0,0
0.026667,0.012987,0.014085,0,0.027778,0.054054,0.067568,0.12,0.021978,0.011905,0.091954,0.114943,0.188889,0.239583,0.211111,0.224719,0.294118,0.405063,0.293333,0.183099,0.16092,0.193548,0.051948,0.060241,0.295455,0.116667,0.851735,0.871383,0.869427,0.861736,0.872204,0.871069,0.874608,0.893617,0.906907,0.88,0.837766,0.814433,0.78803,0.784653,0.775561,0.782828,0.790123,0.795062,0.810526,0.813889,0.81686,0.821958,0.852941,0.858462,0.776942,0.843844,0.816456,0.676768,0.320419,0.409588,0.742268,0.724138,0.535354,0.119305,0.383584,0.869697,0.705628,0.292929,0.201641,0.358624,0.876289,0.884051,0.844765,0.506667,0.490909,0,0
0.146667,0.12987,0.197183,0.219178,0.180556,0.094595,0.216216,0.28,0.285714,0.309524,0.310345,0.344828,0.377778,0.260417,0.377778,0.370787,0.223529,0.227848,0.506667,0.323944,0.252874,0.301075,0.428571,0.445783,0.340909,0.333333,0.883281,0.900322,0.89172,0.893891,0.897764,0.889937,0.887147,0.893617,0.900901,0.865714,0.829787,0.806701,0.783042,0.767327,0.770574,0.765152,0.703704,0.748148,0.805263,0.802778,0.80814,0.807122,0.829412,0.858462,0.769424,0.837838,0.775316,0.686869,0.270318,0.431942,0.690722,0.693487,0.585859,0.054016,0.345794,0.806061,0.748918,0.272727,0.147172,0.320688,0.835052,0.867848,0.781227,0.466667,0.436364,0.022276,0
0.533333,0.493506,0.507042,0.589041,0.527778,0.689189,0.662162,0.506667,0.406593,0.559524,0.586207,0.54023,0.544444,0.552083,0.644444,0.696629,0.517647,0.531646,0.626667,0.535211,0.367816,0.258065,0.298701,0.26506,0.613636,0.633333,0.88959,0.906752,0.888535,0.855305,0.878594,0.889937,0.84953,0.802432,0.780781,0.745714,0.699468,0.652062,0.61596,0.628713,0.668329,0.679293,0.659259,0.696296,0.723684,0.75,0.776163,0.801187,0.814706,0.827692,0.674185,0.768769,0.762658,0.69697,0.049228,0.67238,0.652921,0.681992,0.666667,0,0.56664,0.774242,0.774892,0.363636,0.033869,0.389293,0.824742,0.869367,0.754513,0.44,0.454545,0.056659,0
0.266667,0.220779,0.323944,0.232877,0.208333,0.175676,0.175676,0.293333,0.351648,0.166667,0.241379,0.068966,0.177778,0.416667,0.366667,0.370787,0.294118,0.291139,0.32,0.253521,0.126437,0.107527,0.103896,0.096386,0.363636,0.266667,0.858044,0.874598,0.923567,0.92283,0.923323,0.918239,0.931034,0.930091,0.915916,0.808571,0.720745,0.67268,0.693267,0.715347,0.708229,0.712121,0.701235,0.728395,0.757895,0.769444,0.781977,0.79822,0.802941,0.821538,0.706767,0.807808,0.778481,0.848485,0.521662,0.491006,0.769759,0.724138,0.737374,0.297792,0.58208,0.886364,0.718615,0.383838,0.205831,0.62418,0.886598,0.939241,0.851264,0.533333,0.618182,0.211622,0
0.146667,0.038961,0.070423,0.027397,0.027778,0.027027,0.013514,0.04,0.098901,0.107143,0.091954,0.022989,0.111111,0.135417,0.077778,0.123596,0.105882,0.253165,0.266667,0.239437,0.195402,0.16129,0.168831,0.204819,0.159091,0.1,0.84858,0.858521,0.853503,0.855305,0.85623,0.849057,0.852665,0.890578,0.900901,0.871429,0.832447,0.809278,0.790524,0.782178,0.783042,0.795455,0.809877,0.82716,0.836842,0.825,0.831395,0.833828,0.838235,0.849231,0.794486,0.843844,0.803797,0.59596,0.35887,0.470194,0.862543,0.724138,0.373737,0.230625,0.474807,0.963636,0.718615,0.131313,0.145077,0.374224,0.948454,0.812152,0.791336,0.613333,0.6,0,1
0.226667,0.181818,0.183099,0.150685,0.236111,0.243243,0.22973,0.053333,0.230769,0.261905,0.252874,0.08046,0.311111,0.229167,0.2,0.101124,0.223529,0.177215,0.093333,0.15493,0.045977,0.096774,0.064935,0.084337,0.227273,0.166667,0.876972,0.897106,0.907643,0.916399,0.913738,0.90566,0.902821,0.878419,0.858859,0.82,0.805851,0.791237,0.725686,0.715347,0.740648,0.767677,0.785185,0.802469,0.815789,0.808333,0.805233,0.810089,0.832353,0.855385,0.769424,0.834835,0.794304,0.767677,0.459365,0.40462,0.831615,0.666667,0.606061,0.222405,0.389882,0.934848,0.735931,0.434343,0.129714,0.352597,0.896907,0.903797,0.831769,0.573333,0.436364,0,0
0.173333,0.142857,0.126761,0.082192,0.069444,0.081081,0.175676,0.346667,0.351648,0.285714,0.172414,0.068966,0.133333,0.09375,0.088889,0.146067,0.164706,0.139241,0.306667,0.366197,0.275862,0.27957,0.324675,0.216867,0.284091,0.2,0.895899,0.909968,0.89172,0.897106,0.891374,0.877358,0.887147,0.893617,0.903904,0.865714,0.832447,0.804124,0.780549,0.767327,0.763092,0.772727,0.785185,0.802469,0.815789,0.822222,0.834302,0.848665,0.852941,0.864615,0.769424,0.84985,0.81962,0.656566,0.430527,0.43691,0.780069,0.727969,0.414141,0.21489,0.464852,0.901515,0.757576,0.525253,0.126746,0.397447,0.907216,0.839494,0.802888,0.52,0.418182,0,0
0.186667,0.155844,0.126761,0.054795,0.013889,0.027027,0.027027,0.266667,0.307692,0.392857,0.344828,0.298851,0.277778,0.166667,0.188889,0.224719,0.211765,0.253165,0.226667,0.352113,0.333333,0.311828,0.38961,0.313253,0.295455,0.25,0.886435,0.897106,0.898089,0.893891,0.881789,0.874214,0.871473,0.896657,0.906907,0.874286,0.835106,0.806701,0.785536,0.777228,0.783042,0.785354,0.804938,0.824691,0.85,0.841667,0.848837,0.857567,0.861765,0.873846,0.789474,0.858859,0.85443,0.505051,0.474512,0.4846,0.768041,0.689655,0.787879,0.266087,0.352702,0.906061,0.774892,0.343434,0.254015,0.38362,0.896907,0.902278,0.768231,0.52,0.490909,0,0
0.32,0.233766,0.183099,0.178082,0.194444,0.189189,0.27027,0.373333,0.373626,0.392857,0.367816,0.264368,0.177778,0.197917,0.233333,0.280899,0.235294,0.291139,0.44,0.478873,0.310345,0.247312,0.350649,0.228916,0.306818,0.316667,0.902208,0.913183,0.904459,0.909968,0.916933,0.908805,0.92163,0.924012,0.918919,0.891429,0.853723,0.822165,0.798005,0.804455,0.805486,0.818182,0.82963,0.839506,0.847368,0.841667,0.848837,0.857567,0.861765,0.876923,0.814536,0.876877,0.848101,0.572957,0.506263,0.456284,0.725086,0.712644,0.400306,0.323391,0.419951,0.871212,0.835498,0.297646,0.230447,0.396384,0.896907,0.680616,0.685753,0.48,0.436364,0,0
0.346667,0.272727,0.239437,0.232877,0.152778,0.175676,0.135135,0.36,0.373626,0.392857,0.344828,0.37931,0.333333,0.260417,0.311111,0.280899,0.294118,0.379747,0.386667,0.380282,0.333333,0.311828,0.38961,0.277108,0.306818,0.366667,0.914826,0.926045,0.917197,0.926045,0.920128,0.918239,0.934169,0.942249,0.93994,0.905714,0.87234,0.837629,0.810474,0.809406,0.800499,0.808081,0.817284,0.834568,0.844737,0.844444,0.854651,0.860534,0.867647,0.883077,0.802005,0.882883,0.835443,0.686869,0.588698,0.482116,0.683849,0.704981,0.444444,0.284171,0.50833,0.821212,0.779221,0.525253,0.291899,0.398688,0.865979,0.857215,0.813718,0.426667,0.418182,0,0
0.2,0.194805,0.239437,0.287671,0.305556,0.175676,0.162162,0.08,0.131868,0.190476,0.298851,0.149425,0.144444,0.333333,0.411111,0.179775,0.2,0.139241,0.16,0.225352,0.206897,0.139785,0.103896,0.108434,0.340909,0.2,0.911672,0.926045,0.93949,0.961415,0.964856,0.959119,0.943574,0.911854,0.876877,0.8,0.710106,0.639175,0.640898,0.665842,0.693267,0.712121,0.723457,0.753086,0.776316,0.772222,0.781977,0.807122,0.826471,0.843077,0.706767,0.813814,0.848101,0.555556,0.689484,0.482116,0.67354,0.750958,0.444444,0.391498,0.406948,0.821212,0.727273,0.656566,0.332577,0.343733,0.85567,0.841519,0.808664,0.426667,0.490909,0.018402,0
0.026667,0.038961,0.042254,0.09589,0.125,0.108108,0.027027,0.16,0.120879,0.119048,0.103448,0.183908,0.277778,0.104167,0.055556,0.325843,0.164706,0.113924,0.093333,0.042254,0.022989,0.043011,0.103896,0.084337,0.238636,0.083333,0.864353,0.868167,0.869427,0.897106,0.907348,0.902516,0.887147,0.860182,0.825826,0.791429,0.776596,0.768041,0.725686,0.663366,0.685786,0.60101,0.582716,0.62716,0.657895,0.683333,0.697674,0.724036,0.755882,0.781538,0.696742,0.762763,0.781646,0.656566,0.572677,0.419026,0.69244,0.678161,0.757576,0.547675,0.415482,0.807576,0.809524,0.050505,0.432739,0.475481,0.845361,0.884557,0.735018,0.466667,0.545455,0.050363,0
